Record_ID,Date,Factory_Location,Vehicle_Model,Vehicles_Produced,Vehicles_Delivered,Battery_Output_GWh,Autopilot_Active_Vehicles_Thousands,Charging_Stations_Installed,Energy_Storage_Deployed_MWh,Software_Update_Releases,Manufacturing_Automation_Index,Factory_Efficiency_Index,EV_Revenue_MillionUSD,Energy_Business_Revenue_MillionUSD,Operating_Margin_Percent
1166,2023-03-12,Texas,Model Y,1104,8116,57.13,358,3,452,0,65.25,65.58,1577.19,2196.18,18.2
1167,2023-03-13,Shanghai,Cybertruck,669,2278,74.88,1058,120,324,4,69.99,88.08,1193.41,3172.31,7.32
1168,2023-03-14,Berlin,Model S,3271,6851,69.73,1068,19,387,1,73.23,98.39,7918.62,2022.83,22.92
1169,2023-03-15,Berlin,Model X,6092,7125,48.63,702,65,181,4,66.36,67.97,6196.95,3780.89,20.95
1170,2023-03-16,Berlin,Model 3,5476,6598,23.97,760,76,129,0,67.32,83.19,5525.35,348.37,6.34
1171,2023-03-17,Shanghai,Model Y,7206,7839,33.53,466,68,835,1,87.24,69.09,5824.58,3649.95,23.77
1172,2023-03-18,Shanghai,Model S,8621,4929,56.1,1370,113,259,0,64.23,87.51,1052.26,3202.85,29.64
1173,2023-03-19,Texas,Model S,3576,1888,77.15,122,51,217,4,93.18,90.21,8073.63,2548.72,27.5
1174,2023-03-20,Texas,Model 3,1375,3284,73.27,659,87,520,2,82.47,71.07,8774.47,481.22,15.61
1175,2023-03-21,Fremont,Model S,8040,3835,75.9,1175,2,791,5,63.45,71.42,4497.88,770.5,5.86
1176,2023-03-22,Fremont,Model S,4177,4310,22.46,1006,57,48,0,71.96,81.33,2020.85,2203.96,23.08
1177,2023-03-23,Shanghai,Model Y,2940,1210,6.28,679,111,836,4,66.39,83.12,6553.39,379.15,20.18
1178,2023-03-24,Fremont,Model Y,1756,6019,41.72,956,120,136,5,91.96,67.87,5448.28,3080.9,13.4
1179,2023-03-25,Fremont,Model S,8579,3023,52.58,1104,6,196,6,77.22,75.48,10336.77,1691.67,18.7
1180,2023-03-26,Shanghai,Model S,5837,5153,9.62,1191,106,221,5,66.57,86.11,7237.54,1246.43,26.46
1181,2023-03-27,Texas,Model X,1677,3123,44.71,477,58,153,3,64.11,70.84,5554.25,3841.49,7.28
1182,2023-03-28,Texas,Model Y,8170,4251,13.86,543,60,337,5,62.7,95.86,8234.89,3109.32,23.84
1183,2023-03-29,Texas,Model S,4299,6828,63.95,1195,106,61,3,80.88,79.72,7668.59,2592.3,9.44
1184,2023-03-30,Fremont,Model Y,8851,2989,47.35,972,46,269,5,67.74,82.35,9189.2,118.73,28.22
1185,2023-03-31,Shanghai,Cybertruck,1787,6254,47.14,884,36,380,3,73.6,69.78,4278,653.67,15.39
1186,2023-04-01,Shanghai,Model S,2986,1180,46.68,540,90,41,4,90.67,89.4,5099.63,3604.11,17
1187,2023-04-02,Shanghai,Model 3,4722,2097,9.83,996,105,402,3,78.91,85.58,5091.28,2576.02,16.99
1188,2023-04-03,Shanghai,Model X,8987,3952,41.84,392,111,614,3,93.49,93.13,578.42,1700.6,11.95
1189,2023-04-04,Fremont,Model Y,2388,8465,24.01,839,97,82,4,72.21,87.71,8420.85,3524.61,23.23
1190,2023-04-05,Berlin,Model Y,2083,1089,59.51,1119,70,240,5,91.12,70.49,3233.72,1905.44,11.37
1191,2023-04-06,Berlin,Cybertruck,5107,812,60.65,1114,53,338,2,84.52,96.84,9519.12,940.66,9.35
1192,2023-04-07,Shanghai,Model X,8568,6640,47.77,1025,109,638,5,65.79,74.41,2348.25,3227.24,9.02
1193,2023-04-08,Texas,Cybertruck,4853,4532,40.03,1216,65,641,2,71.57,92.97,8344.72,1676.96,23.92
1194,2023-04-09,Berlin,Model 3,5852,1499,13.67,607,116,377,6,84.74,67.2,10071.47,3071.57,11.72
1195,2023-04-10,Texas,Cybertruck,8717,6251,61.14,1317,81,313,1,75.54,66.61,5494.77,1921.21,21.65
1196,2023-04-11,Texas,Model 3,6896,2198,45.57,797,72,757,1,74.51,90.29,5268.01,1929.71,20.75
1197,2023-04-12,Berlin,Cybertruck,8474,3349,54.32,953,111,751,6,68.95,69.44,2738.98,2262.58,24.56
1198,2023-04-13,Shanghai,Model Y,8632,2704,47.39,1297,5,408,4,86.08,85.38,9908.44,3058.5,6.61
1199,2023-04-14,Fremont,Model S,6622,5412,40.65,534,80,249,1,77.93,70.92,11878.44,3387.33,10.74
1200,2023-04-15,Texas,Model Y,8998,1904,29.41,760,72,474,4,82.73,92.83,5869.35,2435.71,10.85
